id,sample,library,fq1,fq2,sample_number,cell_type,stage,timepoint,cross,animal_id,slx_identifier,index_true_seq,run,pool,lane_number,date_sorted,rin,rna_qubit_concentration_ng_ul,library_prep_date,rin_category,ddw_ul,library_prep_input_in_ul_10ng,index,library_concentration_from_qubit_ng_ul,average_library_size_according_to_the_bioanalyzer_bp,library_concentration_n_m,comments
SLX-18044.D711rna_D508rna,adipocytes_t6_cb_M00344072,LIB95,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D711rna_D508rna.H3YKJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D711rna_D508rna.H3YKJDSXY.s_2.r_2.fq.gz,95,adipocytes,lactation d15,t6,cb,M00344072 (AFGY55),SLX-18044,D711rna_D508rna,NovaSeq_Run_1,pool_1_4,4,2019-06-26T00:00:00Z,5.6,10.5,2020-01-06,med hi,7.0476190476190474,0.9523809523809523,5'11+3'8,3.98,386,15.622546710629612,NA
SLX-18044.D710rna_D508rna,adipocytes_t6_bc_M00329353,LIB92,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D710rna_D508rna.H3YKJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D710rna_D508rna.H3YKJDSXY.s_2.r_2.fq.gz,92,adipocytes,lactation d15,t6,bc,M00329353 (AFGH56),SLX-18044,D710rna_D508rna,NovaSeq_Run_1,pool_1_4,4,2019-05-10T00:00:00Z,2.7,1.4000000000000001,2020-01-06,lo,0.8571428571428577,7.142857142857142,5'10+3'8,7.66,335,34.64495703301674,"used less, sample run out"
SLX-18045.D708rna_D502rna,luminaldifferentiated_t6_cb_M00329582,LIB166,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D708rna_D502rna.H3YKJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D708rna_D502rna.H3YKJDSXY.s_1.r_2.fq.gz,166,luminal differentiated,lactation d15,t6,cb,M00329582 (AFGY41),SLX-18045,D708rna_D502rna,NovaSeq_Run_1,pool_5_8,5,2019-05-10T00:00:00Z,8.9,5.48,2020-01-08,hi,6.1751824817518255,1.824817518248175,5'8+3'2,4.26,413,15.628439357252914,NA
SLX-18045.D705rna_D502rna,luminaldifferentiated_t6_bc_M00314944,LIB161,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D705rna_D502rna.H3YKJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D705rna_D502rna.H3YKJDSXY.s_1.r_2.fq.gz,161,luminal differentiated,lactation d15,t6,bc,M00314944 (AFGH23),SLX-18045,D705rna_D502rna,NovaSeq_Run_1,pool_5_8,5,2019-02-20T00:00:00Z,9.6,15.1,2020-01-08,hi,7.337748344370861,0.6622516556291391,5'5+3'2,8.34,380,33.25358851674641,NA
SLX-18045.D706rna_D502rna,luminaldifferentiated_t6_bc_M00322172,LIB162,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D706rna_D502rna.H3YKJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D706rna_D502rna.H3YKJDSXY.s_1.r_2.fq.gz,162,luminal differentiated,lactation d15,t6,bc,M00322172 (AFGH31),SLX-18045,D706rna_D502rna,NovaSeq_Run_1,pool_5_8,5,2019-03-11T00:00:00Z,7.9,9.12,2020-01-08,hi,6.9035087719298245,1.0964912280701755,5'6+3'2,7.22,403,27.144898112640046,NA
SLX-18045.D707rna_D502rna,luminaldifferentiated_t6_cb_M00323781,LIB165,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D707rna_D502rna.H3YKJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18045/SLX-18045.D707rna_D502rna.H3YKJDSXY.s_1.r_2.fq.gz,165,luminal differentiated,lactation d15,t6,cb,M00323781 (AGFY31),SLX-18045,D707rna_D502rna,NovaSeq_Run_1,pool_5_8,5,2019-03-21T00:00:00Z,7.3,5.36,2020-01-08,hi,6.134328358208956,1.8656716417910446,5'7+3'2,6.86,465,22.352557836428804,NA
SLX-19103.D710rna_D506rna,adipocytes_t6_bc_M00322172,LIB90,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D710rna_D506rna.H7FTJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D710rna_D506rna.H7FTJDSXY.s_2.r_2.fq.gz,90,adipocytes,lactation d15,t6,bc,M00322172 (AFGH31),SLX-19103,D710rna_D506rna,NovaSeq_Run_5,pool_17_20,17,2019-03-11T00:00:00Z,3.1,5.02,2020-01-06,lo,6.00796812749004,1.9920318725099604,5'10+3'6,4.36,450,14.680134680134682,NA
SLX-19103.D704rna_D506rna,luminalprogenitors_t6_cb_M00329582,LIB158,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D704rna_D506rna.H7FTJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D704rna_D506rna.H7FTJDSXY.s_2.r_2.fq.gz,158,luminal progenitors,lactation d15,t6,cb,M00329582 (AFGY41),SLX-19103,D704rna_D506rna,NovaSeq_Run_5,pool_17_20,17,2019-05-10T00:00:00Z,6,2.1,2020-01-08,med hi,3.238095238095238,4.761904761904762,5'4+3'6,5.74,426,20.415421823872528,NA
SLX-19104.D712rna_D501rna,endothelial_t6_cb_M00329582,LIB230,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D712rna_D501rna.H7FTJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D712rna_D501rna.H7FTJDSXY.s_3.r_2.fq.gz,230,endothelial,lactation d15,t6,cb,M00329582 (AFGY41),SLX-19104,D712rna_D501rna,NovaSeq_Run_5,pool_17_20,18,2019-05-10T00:00:00Z,6.7,4,2020-01-15,med hi,5.5,2.5,5'12+3'1,8.28,406,30.90013434841021,NA
SLX-19090.D702rna_D508rna,luminalprogenitors_t6_bc_M00329353,LIB156,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D702rna_D508rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D702rna_D508rna.H7FT5DSXY.s_4.r_2.fq.gz,156,luminal progenitors,lactation d15,t6,bc,M00329353 (AFGH56),SLX-19090,D702rna_D508rna,NovaSeq_Run_4,pool_5_8,8,2019-05-10T00:00:00Z,NA,NA,2020-01-08,lo,NA,8,5'2+3'8,3.32,413,12.179910484995231,"used less, run out"
SLX-19090.D701rna_D508rna,luminalprogenitors_t6_bc_M00314940,LIB155,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D701rna_D508rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D701rna_D508rna.H7FT5DSXY.s_4.r_2.fq.gz,155,luminal progenitors,lactation d15,t6,bc,M00314940 (AFGH26),SLX-19090,D701rna_D508rna,NovaSeq_Run_4,pool_5_8,8,2019-03-11T00:00:00Z,NA,NA,2020-01-08,lo,NA,8,5'1+3'8,2.3,468,7.446257446257445,"used less, run out"
SLX-19090.D703rna_D508rna,luminalprogenitors_t6_cb_M00344072,LIB159,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D703rna_D508rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D703rna_D508rna.H7FT5DSXY.s_4.r_2.fq.gz,159,luminal progenitors,lactation d15,t6,cb,M00344072 (AFGY55),SLX-19090,D703rna_D508rna,NovaSeq_Run_4,pool_5_8,8,2019-06-26T00:00:00Z,4.8,1.05,2020-01-08,med lo,NA,9.523809523809524,5'3+3'8,4.14,350,17.92207792207792,"used less, run out"
SLX-19090.D704rna_D508rna,luminalprogenitors_t6_cb_M00351768,LIB160,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D704rna_D508rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D704rna_D508rna.H7FT5DSXY.s_4.r_2.fq.gz,160,luminal progenitors,lactation d15,t6,cb,M00351768 (AFGY72),SLX-19090,D704rna_D508rna,NovaSeq_Run_4,pool_5_8,8,2019-08-12T00:00:00Z,8,4.4,2020-01-08,hi,5.7272727272727275,2.2727272727272725,5'4+3'8,26,383,102.85623862647361,NA
SLX-18914.D702rna_D503rna,stromal_t6_bc_M00329353,LIB292,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D702rna_D503rna.H7FT5DSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D702rna_D503rna.H7FT5DSXY.s_1.r_2.fq.gz,292,stromal,lactation d15,t6,bc,M00329353 (AFGH56),SLX-18914,D702rna_D503rna,NovaSeq_Run_4,pool_13_16,14,2019-05-10T00:00:00Z,10,18.5,2020-01-22,hi,7.45945945945946,0.5405405405405406,5'2+3'3,5.6,391,21.700379756645738,NA
SLX-18914.D701rna_D503rna,stromal_t6_bc_M00314940,LIB291,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D701rna_D503rna.H7FT5DSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D701rna_D503rna.H7FT5DSXY.s_1.r_2.fq.gz,291,stromal,lactation d15,t6,bc,M00314940 (AFGH26),SLX-18914,D701rna_D503rna,NovaSeq_Run_4,pool_13_16,14,2019-03-11T00:00:00Z,9.9,28.2,2020-01-22,hi,7.6453900709219855,0.3546099290780142,5'1+3'3,5.609999999999999,382,22.251308900523558,NA
SLX-18914.D704rna_D503rna,stromal_t6_cb_M00351768,LIB296,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D704rna_D503rna.H7FT5DSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D704rna_D503rna.H7FT5DSXY.s_1.r_2.fq.gz,296,stromal,lactation d15,t6,cb,M00351768 (AFGY72),SLX-18914,D704rna_D503rna,NovaSeq_Run_4,pool_13_16,14,2019-08-12T00:00:00Z,8.2,320,2020-01-22,hi,7.96875,0.03125,5'4+3'3,16.5,402,62.189054726368155,NA
SLX-18914.D703rna_D503rna,stromal_t6_cb_M00344072,LIB295,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D703rna_D503rna.H7FT5DSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D703rna_D503rna.H7FT5DSXY.s_1.r_2.fq.gz,295,stromal,lactation d15,t6,cb,M00344072 (AFGY55),SLX-18914,D703rna_D503rna,NovaSeq_Run_4,pool_13_16,14,2019-06-26T00:00:00Z,8.3,32.6,2020-01-22,hi,7.693251533742331,0.3067484662576687,5'3+3'3,2.94,421,10.580868063053336,NA
SLX-19086.D706rna_D507rna,basal_t6_bc_M00329353,LIB220,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D706rna_D507rna.H7FT5DSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D706rna_D507rna.H7FT5DSXY.s_3.r_2.fq.gz,220,basal,lactation d15,t6,bc,M00329353 (AFGH56),SLX-19086,D706rna_D507rna,NovaSeq_Run_4,pool_9_12,12,2019-05-10T00:00:00Z,8.6,3.06,2020-01-15,hi,4.73202614379085,3.2679738562091503,5'6+3'7,6.76,443,23.120596484027637,NA
SLX-19086.D708rna_D507rna,basal_t6_cb_M00351768,LIB224,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D708rna_D507rna.H7FT5DSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D708rna_D507rna.H7FT5DSXY.s_3.r_2.fq.gz,224,basal,lactation d15,t6,cb,M00351768 (AFGY72),SLX-19086,D708rna_D507rna,NovaSeq_Run_4,pool_9_12,12,2019-08-12T00:00:00Z,8.2,9.46,2020-01-15,hi,6.94291754756871,1.0570824524312896,5'8+3'7,16,383,63.29614684706069,NA
SLX-19086.D705rna_D507rna,basal_t6_bc_M00314940,LIB219,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D705rna_D507rna.H7FT5DSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D705rna_D507rna.H7FT5DSXY.s_3.r_2.fq.gz,219,basal,lactation d15,t6,bc,M00314940 (AFGH26),SLX-19086,D705rna_D507rna,NovaSeq_Run_4,pool_9_12,12,2019-03-11T00:00:00Z,8.5,3.79,2020-01-15,hi,5.361477572559367,2.638522427440633,5'5+3'7,14.9,404,55.880588058805884,NA
SLX-19086.D707rna_D507rna,basal_t6_cb_M00344072,LIB223,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D707rna_D507rna.H7FT5DSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D707rna_D507rna.H7FT5DSXY.s_3.r_2.fq.gz,223,basal,lactation d15,t6,cb,M00344072 (AFGY55),SLX-19086,D707rna_D507rna,NovaSeq_Run_4,pool_9_12,12,2019-06-26T00:00:00Z,8.6,3.06,2020-01-15,hi,4.73202614379085,3.2679738562091503,5'7+3'7,9.5,382,37.680469617642395,NA
SLX-18048.D703rna_D506rna,luminalprogenitors_t6_cb_M00323781,LIB157,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D703rna_D506rna.H73NVDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D703rna_D506rna.H73NVDSXY.s_3.r_2.fq.gz,157,luminal progenitors,lactation d15,t6,cb,M00323781 (AGFY31),SLX-18048,D703rna_D506rna,NovaSeq_Run_2,pool_5_8,7,2019-03-21T00:00:00Z,8,4,2020-01-08,hi,5.5,2.5,5'3+3'6,4.9,423,17.551400530123935,NA
SLX-18048.D702rna_D506rna,luminalprogenitors_t6_bc_M00322172,LIB154,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D702rna_D506rna.H73NVDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D702rna_D506rna.H73NVDSXY.s_3.r_2.fq.gz,154,luminal progenitors,lactation d15,t6,bc,M00322172 (AFGH31),SLX-18048,D702rna_D506rna,NovaSeq_Run_2,pool_5_8,7,2019-03-11T00:00:00Z,NA,NA,2020-01-08,lo,NA,8,5'2+3'6,1.69,455,5.627705627705628,run out
SLX-18048.D704rna_D506rna,luminalprogenitors_t6_cb_M00329582,LIB158,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D704rna_D506rna.H73NVDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D704rna_D506rna.H73NVDSXY.s_3.r_2.fq.gz,158,luminal progenitors,lactation d15,t6,cb,M00329582 (AFGY41),SLX-18048,D704rna_D506rna,NovaSeq_Run_2,pool_5_8,7,2019-05-10T00:00:00Z,6,2.1,2020-01-08,med hi,3.238095238095238,4.761904761904762,5'4+3'6,5.74,426,20.415421823872528,NA
SLX-18048.D701rna_D506rna,luminalprogenitors_t6_bc_M00314944,LIB153,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D701rna_D506rna.H73NVDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D701rna_D506rna.H73NVDSXY.s_3.r_2.fq.gz,153,luminal progenitors,lactation d15,t6,bc,M00314944 (AFGH23),SLX-18048,D701rna_D506rna,NovaSeq_Run_2,pool_5_8,7,2019-02-20T00:00:00Z,7.9,1.4000000000000001,2020-01-08,hi,0.8571428571428577,7.142857142857142,5'1+3'6,8.04,412,29.567519858781992,run out
SLX-18962.D710rna_D501rna,endothelial_t6_bc_M00322172,LIB226,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D710rna_D501rna.H73NVDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D710rna_D501rna.H73NVDSXY.s_4.r_2.fq.gz,226,endothelial,lactation d15,t6,bc,M00322172 (AFGH31),SLX-18962,D710rna_D501rna,NovaSeq_Run_2,pool_9_12,9,2019-03-11T00:00:00Z,7.8,4.4,2020-01-15,hi,5.7272727272727275,2.2727272727272725,5'10+3'1,12.5,387,48.93900242737452,NA
SLX-18962.D709rna_D501rna,endothelial_t6_bc_M00314944,LIB225,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D709rna_D501rna.H73NVDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D709rna_D501rna.H73NVDSXY.s_4.r_2.fq.gz,225,endothelial,lactation d15,t6,bc,M00314944 (AFGH23),SLX-18962,D709rna_D501rna,NovaSeq_Run_2,pool_9_12,9,2019-02-20T00:00:00Z,8.9,9.38,2020-01-15,hi,6.933901918976546,1.0660980810234542,5'9+3'1,9.42,383,37.26560645620698,NA
SLX-18962.D712rna_D501rna,endothelial_t6_cb_M00329582,LIB230,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D712rna_D501rna.H73NVDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D712rna_D501rna.H73NVDSXY.s_4.r_2.fq.gz,230,endothelial,lactation d15,t6,cb,M00329582 (AFGY41),SLX-18962,D712rna_D501rna,NovaSeq_Run_2,pool_9_12,9,2019-05-10T00:00:00Z,6.7,4,2020-01-15,med hi,5.5,2.5,5'12+3'1,8.28,406,30.90013434841021,NA
SLX-18962.D711rna_D501rna,endothelial_t6_cb_M00323781,LIB229,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D711rna_D501rna.H73NVDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D711rna_D501rna.H73NVDSXY.s_4.r_2.fq.gz,229,endothelial,lactation d15,t6,cb,M00323781 (AGFY31),SLX-18962,D711rna_D501rna,NovaSeq_Run_2,pool_9_12,9,2019-03-21T00:00:00Z,7.7,9.8,2020-01-15,hi,6.979591836734694,1.0204081632653061,5'11+3'1,16.6,401,62.72198292148418,NA
SLX-18964.D708rna_D505rna,basal_t6_cb_M00329582,LIB222,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D708rna_D505rna.H77FWDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D708rna_D505rna.H77FWDSXY.s_2.r_2.fq.gz,222,basal,lactation d15,t6,cb,M00329582 (AFGY41),SLX-18964,D708rna_D505rna,NovaSeq_Run_3,pool_9_12,11,2019-05-10T00:00:00Z,8.2,7.12,2020-01-15,hi,6.595505617977528,1.4044943820224718,5'8+3'5,7.16,402,26.986280717624002,NA
SLX-18964.D707rna_D505rna,basal_t6_cb_M00323781,LIB221,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D707rna_D505rna.H77FWDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D707rna_D505rna.H77FWDSXY.s_2.r_2.fq.gz,221,basal,lactation d15,t6,cb,M00323781 (AGFY31),SLX-18964,D707rna_D505rna,NovaSeq_Run_3,pool_9_12,11,2019-03-21T00:00:00Z,7.6,6.2,2020-01-15,hi,6.387096774193548,1.6129032258064515,5'7+3'5,7.24,400,27.424242424242426,NA
SLX-18964.D706rna_D505rna,basal_t6_bc_M00322172,LIB218,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D706rna_D505rna.H77FWDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D706rna_D505rna.H77FWDSXY.s_2.r_2.fq.gz,218,basal,lactation d15,t6,bc,M00322172 (AFGH31),SLX-18964,D706rna_D505rna,NovaSeq_Run_3,pool_9_12,11,2019-03-11T00:00:00Z,7.8,4.2,2020-01-15,hi,5.619047619047619,2.380952380952381,5'6+3'5,12.3,426,43.74733247972685,NA
SLX-18964.D705rna_D505rna,basal_t6_bc_M00314944,LIB217,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D705rna_D505rna.H77FWDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D705rna_D505rna.H77FWDSXY.s_2.r_2.fq.gz,217,basal,lactation d15,t6,bc,M00314944 (AFGH23),SLX-18964,D705rna_D505rna,NovaSeq_Run_3,pool_9_12,11,2019-02-20T00:00:00Z,8.3,4.2,2020-01-15,hi,5.619047619047619,2.380952380952381,5'5+3'5,16.4,408,60.90314913844325,NA
SLX-18963.D712rna_D503rna,endothelial_t6_cb_M00351768,LIB232,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D712rna_D503rna.H77FWDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D712rna_D503rna.H77FWDSXY.s_1.r_2.fq.gz,232,endothelial,lactation d15,t6,cb,M00351768 (AFGY72),SLX-18963,D712rna_D503rna,NovaSeq_Run_3,pool_9_12,10,2019-08-12T00:00:00Z,7.9,22,2020-01-15,hi,7.545454545454546,0.45454545454545453,5'12+3'3,9.26,357,39.300568712333416,NA
SLX-18963.D710rna_D503rna,endothelial_t6_bc_M00329353,LIB228,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D710rna_D503rna.H77FWDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D710rna_D503rna.H77FWDSXY.s_1.r_2.fq.gz,228,endothelial,lactation d15,t6,bc,M00329353 (AFGH56),SLX-18963,D710rna_D503rna,NovaSeq_Run_3,pool_9_12,10,2019-05-10T00:00:00Z,8.1,2.82,2020-01-15,hi,4.453900709219858,3.546099290780142,5'10+3'3,12.2,422,43.80295849490162,NA
SLX-18963.D711rna_D503rna,endothelial_t6_cb_M00344072,LIB231,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D711rna_D503rna.H77FWDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D711rna_D503rna.H77FWDSXY.s_1.r_2.fq.gz,231,endothelial,lactation d15,t6,cb,M00344072 (AFGY55),SLX-18963,D711rna_D503rna,NovaSeq_Run_3,pool_9_12,10,2019-06-26T00:00:00Z,6,2.64,2020-01-15,med hi,4.212121212121213,3.7878787878787876,5'11+3'3,6.88,412,25.301559282141806,NA
SLX-18963.D709rna_D503rna,endothelial_t6_bc_M00314940,LIB227,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D709rna_D503rna.H77FWDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D709rna_D503rna.H77FWDSXY.s_1.r_2.fq.gz,227,endothelial,lactation d15,t6,bc,M00314940 (AFGH26),SLX-18963,D709rna_D503rna,NovaSeq_Run_3,pool_9_12,10,2019-03-11T00:00:00Z,8.2,3.23,2020-01-15,hi,4.904024767801857,3.0959752321981426,5'9+3'3,15.5,409,57.42016744461733,NA
SLX-18912.D704rna_D501rna,stromal_t6_cb_M00329582,LIB294,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D704rna_D501rna.H77FWDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D704rna_D501rna.H77FWDSXY.s_3.r_2.fq.gz,294,stromal,lactation d15,t6,cb,M00329582 (AFGY41),SLX-18912,D704rna_D501rna,NovaSeq_Run_3,pool_13_16,13,2019-05-10T00:00:00Z,8.4,48.8,2020-01-22,hi,7.795081967213115,0.20491803278688525,5'4+3'1,6.02,411,22.192730221927302,NA
SLX-18912.D703rna_D501rna,stromal_t6_cb_M00323781,LIB293,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D703rna_D501rna.H77FWDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D703rna_D501rna.H77FWDSXY.s_3.r_2.fq.gz,293,stromal,lactation d15,t6,cb,M00323781 (AGFY31),SLX-18912,D703rna_D501rna,NovaSeq_Run_3,pool_13_16,13,2019-03-21T00:00:00Z,7.6,34,2020-01-22,hi,7.705882352941177,0.29411764705882354,5'3+3'1,5.39,405,20.16460905349794,NA
SLX-18912.D702rna_D501rna,stromal_t6_bc_M00322172,LIB290,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D702rna_D501rna.H77FWDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D702rna_D501rna.H77FWDSXY.s_3.r_2.fq.gz,290,stromal,lactation d15,t6,bc,M00322172 (AFGH31),SLX-18912,D702rna_D501rna,NovaSeq_Run_3,pool_13_16,13,2019-03-11T00:00:00Z,7.9,69.6,2020-01-22,hi,7.85632183908046,0.14367816091954025,5'2+3'1,6.8100000000000005,411,25.105065251050654,NA
SLX-18912.D701rna_D501rna,stromal_t6_bc_M00314944,LIB289,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D701rna_D501rna.H77FWDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D701rna_D501rna.H77FWDSXY.s_3.r_2.fq.gz,289,stromal,lactation d15,t6,bc,M00314944 (AFGH23),SLX-18912,D701rna_D501rna,NovaSeq_Run_3,pool_13_16,13,2019-02-20T00:00:00Z,9.2,24.4,2020-01-22,hi,7.590163934426229,0.4098360655737705,5'1+3'1,35.6,419,128.73363708685906,"repeated twice, ran out"
SLX-18046.D710rna_D504rna,adipocytes_t7_bc_M00323187,LIB180,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D710rna_D504rna.H3YKJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D710rna_D504rna.H3YKJDSXY.s_3.r_2.fq.gz,180,adipocytes,involution d1,t7,bc,M00323187 (AFGH52),SLX-18046,D710rna_D504rna,NovaSeq_Run_1,pool_5_8,6,2019-05-01T00:00:00Z,3.9,4.6,2020-01-08,lo,5.826086956521738,2.173913043478261,5'10+3'4,7.64,363,31.889139327155856,NA
SLX-18046.D711rna_D504rna,adipocytes_t7_cb_M00312678,LIB183,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D711rna_D504rna.H3YKJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18046/SLX-18046.D711rna_D504rna.H3YKJDSXY.s_3.r_2.fq.gz,183,adipocytes,involution d1,t7,cb,M00312678 (AFGY14),SLX-18046,D711rna_D504rna,NovaSeq_Run_1,pool_5_8,6,2019-01-30T00:00:00Z,NA,7.56,2020-01-08,hi,6.677248677248677,1.3227513227513228,5'11+3'4,3.7,359,15.615767704904197,NA
